NAME	TITLE	SCORE	
CDH1	cadherin 1 [Source:HGNC Symbol;Acc:HGNC:1748]	-0.28852752	
SCT	secretin [Source:HGNC Symbol;Acc:HGNC:10607]	-0.28857577	
EMILIN1	elastin microfibril interfacer 1 [Source:HGNC Symbol;Acc:HGNC:19880]	-0.28862062	
PLET1	placenta expressed transcript 1 [Source:HGNC Symbol;Acc:HGNC:30053]	-0.28885004	
CXCR5	C-X-C motif chemokine receptor 5 [Source:HGNC Symbol;Acc:HGNC:1060]	-0.28906223	
TAP1	"transporter 1, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:43]"	-0.2890884	
SLC12A3	solute carrier family 12 member 3 [Source:HGNC Symbol;Acc:HGNC:10912]	-0.28967988	
PYY	peptide YY [Source:HGNC Symbol;Acc:HGNC:9748]	-0.28991026	
PTGES	prostaglandin E synthase [Source:HGNC Symbol;Acc:HGNC:9599]	-0.29016635	
MYL10	myosin light chain 10 [Source:HGNC Symbol;Acc:HGNC:29825]	-0.2903181	
LAMB1	laminin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6486]	-0.29063165	
BLNK	B cell linker [Source:HGNC Symbol;Acc:HGNC:14211]	-0.29114494	
RAG2	recombination activating 2 [Source:HGNC Symbol;Acc:HGNC:9832]	-0.29160386	
GPR18	G protein-coupled receptor 18 [Source:HGNC Symbol;Acc:HGNC:4472]	-0.291983	
TAL2	TAL bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11557]	-0.29208902	
IGHG1	immunoglobulin heavy constant gamma 1 (G1m marker) [Source:HGNC Symbol;Acc:HGNC:5525]	-0.2921706	
SIT1	signaling threshold regulating transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:17710]	-0.2924115	
CRB3	crumbs cell polarity complex component 3 [Source:HGNC Symbol;Acc:HGNC:20237]	-0.29248735	
HBEGF	heparin binding EGF like growth factor [Source:HGNC Symbol;Acc:HGNC:3059]	-0.2930918	
HOXC8	homeobox C8 [Source:HGNC Symbol;Acc:HGNC:5129]	-0.29312646	
MAB21L4	mab-21 like 4 [Source:HGNC Symbol;Acc:HGNC:26216]	-0.29338568	
SLC28A2	solute carrier family 28 member 2 [Source:HGNC Symbol;Acc:HGNC:11002]	-0.2937531	
NXF2B	nuclear RNA export factor 2B [Source:HGNC Symbol;Acc:HGNC:23984]	-0.29383802	
FAM180A	family with sequence similarity 180 member A [Source:HGNC Symbol;Acc:HGNC:33773]	-0.29403672	
RET	ret proto-oncogene [Source:HGNC Symbol;Acc:HGNC:9967]	-0.29420453	
IFNK	interferon kappa [Source:HGNC Symbol;Acc:HGNC:21714]	-0.2942166	
PODXL2	podocalyxin like 2 [Source:HGNC Symbol;Acc:HGNC:17936]	-0.29430327	
IKZF3	IKAROS family zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:13178]	-0.29444483	
TRPV2	transient receptor potential cation channel subfamily V member 2 [Source:HGNC Symbol;Acc:HGNC:18082]	-0.29497114	
CTXND1	cortexin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:50507]	-0.29519916	
WFDC1	WAP four-disulfide core domain 1 [Source:HGNC Symbol;Acc:HGNC:15466]	-0.29635194	
KRT15	keratin 15 [Source:HGNC Symbol;Acc:HGNC:6421]	-0.29651758	
ESX1	ESX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:14865]	-0.29655337	
PDE2A	phosphodiesterase 2A [Source:HGNC Symbol;Acc:HGNC:8777]	-0.29664963	
GJB3	gap junction protein beta 3 [Source:HGNC Symbol;Acc:HGNC:4285]	-0.29673612	
KRT4	keratin 4 [Source:HGNC Symbol;Acc:HGNC:6441]	-0.29675022	
CMA1	chymase 1 [Source:HGNC Symbol;Acc:HGNC:2097]	-0.29676402	
DNTT	DNA nucleotidylexotransferase [Source:HGNC Symbol;Acc:HGNC:2983]	-0.29695976	
SPIB	Spi-B transcription factor [Source:HGNC Symbol;Acc:HGNC:11242]	-0.2970289	
LY6D	lymphocyte antigen 6 family member D [Source:HGNC Symbol;Acc:HGNC:13348]	-0.2973843	
MFAP4	microfibril associated protein 4 [Source:HGNC Symbol;Acc:HGNC:7035]	-0.2976497	
TREML2	triggering receptor expressed on myeloid cells like 2 [Source:HGNC Symbol;Acc:HGNC:21092]	-0.29772782	
NEUROG1	neurogenin 1 [Source:HGNC Symbol;Acc:HGNC:7764]	-0.29797626	
TLR1	toll like receptor 1 [Source:HGNC Symbol;Acc:HGNC:11847]	-0.2980856	
GHRH	growth hormone releasing hormone [Source:HGNC Symbol;Acc:HGNC:4265]	-0.2993637	
SYNDIG1L	synapse differentiation inducing 1 like [Source:HGNC Symbol;Acc:HGNC:32388]	-0.29966623	
HBD	hemoglobin subunit delta [Source:HGNC Symbol;Acc:HGNC:4829]	-0.2997321	
CA4	carbonic anhydrase 4 [Source:HGNC Symbol;Acc:HGNC:1375]	-0.29974937	
TNC	tenascin C [Source:HGNC Symbol;Acc:HGNC:5318]	-0.2997638	
PLAAT3	phospholipase A and acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:17825]	-0.30019322	
CD22	CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]	-0.30030388	
NIBAN3	niban apoptosis regulator 3 [Source:HGNC Symbol;Acc:HGNC:24130]	-0.3003414	
SNRPN	small nuclear ribonucleoprotein polypeptide N [Source:HGNC Symbol;Acc:HGNC:11164]	-0.30034518	
MAGEA10	MAGE family member A10 [Source:HGNC Symbol;Acc:HGNC:6797]	-0.3004008	
SP5	Sp5 transcription factor [Source:HGNC Symbol;Acc:HGNC:14529]	-0.3004861	
H2BC18	H2B clustered histone 18 [Source:HGNC Symbol;Acc:HGNC:24700]	-0.30073765	
CKMT1A	"creatine kinase, mitochondrial 1A [Source:HGNC Symbol;Acc:HGNC:31736]"	-0.300917	
AARD	alanine and arginine rich domain containing protein [Source:HGNC Symbol;Acc:HGNC:33842]	-0.30102155	
FTHL17	ferritin heavy chain like 17 [Source:HGNC Symbol;Acc:HGNC:3987]	-0.30104074	
ADGRG3	adhesion G protein-coupled receptor G3 [Source:HGNC Symbol;Acc:HGNC:13728]	-0.3011322	
FAM151A	family with sequence similarity 151 member A [Source:HGNC Symbol;Acc:HGNC:25032]	-0.30151108	
AGT	angiotensinogen [Source:HGNC Symbol;Acc:HGNC:333]	-0.3015113	
TMEM92	transmembrane protein 92 [Source:HGNC Symbol;Acc:HGNC:26579]	-0.30151132	
EIF1AY	eukaryotic translation initiation factor 1A Y-linked [Source:HGNC Symbol;Acc:HGNC:3252]	-0.30151132	
AQP8	aquaporin 8 [Source:HGNC Symbol;Acc:HGNC:642]	-0.30151132	
CHRDL2	chordin like 2 [Source:HGNC Symbol;Acc:HGNC:24168]	-0.30151132	
HOXB1	homeobox B1 [Source:HGNC Symbol;Acc:HGNC:5111]	-0.30151132	
VTN	vitronectin [Source:HGNC Symbol;Acc:HGNC:12724]	-0.30151132	
SERPINA1	serpin family A member 1 [Source:HGNC Symbol;Acc:HGNC:8941]	-0.30151135	
OTP	orthopedia homeobox [Source:HGNC Symbol;Acc:HGNC:8518]	-0.30151135	
TBXT	T-box transcription factor T [Source:HGNC Symbol;Acc:HGNC:11515]	-0.30151135	
CTSL	cathepsin L [Source:HGNC Symbol;Acc:HGNC:2537]	-0.30151135	
UTS2	urotensin 2 [Source:HGNC Symbol;Acc:HGNC:12636]	-0.30151135	
IVL	involucrin [Source:HGNC Symbol;Acc:HGNC:6187]	-0.30151135	
CYP17A1	cytochrome P450 family 17 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2593]	-0.30151135	
PRG3	"proteoglycan 3, pro eosinophil major basic protein 2 [Source:HGNC Symbol;Acc:HGNC:9363]"	-0.30151135	
VXN	vexin [Source:HGNC Symbol;Acc:HGNC:28498]	-0.30151135	
DEFB126	defensin beta 126 [Source:HGNC Symbol;Acc:HGNC:15900]	-0.30151135	
SULT1E1	sulfotransferase family 1E member 1 [Source:HGNC Symbol;Acc:HGNC:11377]	-0.30151135	
SPINK1	serine peptidase inhibitor Kazal type 1 [Source:HGNC Symbol;Acc:HGNC:11244]	-0.30151135	
S100A9	S100 calcium binding protein A9 [Source:HGNC Symbol;Acc:HGNC:10499]	-0.30151135	
RHOXF1	Rhox homeobox family member 1 [Source:HGNC Symbol;Acc:HGNC:29993]	-0.30151135	
SEPTIN3	septin 3 [Source:HGNC Symbol;Acc:HGNC:10750]	-0.30151135	
GKN1	gastrokine 1 [Source:HGNC Symbol;Acc:HGNC:23217]	-0.30151135	
BARHL1	BarH like homeobox 1 [Source:HGNC Symbol;Acc:HGNC:953]	-0.30151135	
KRT23	keratin 23 [Source:HGNC Symbol;Acc:HGNC:6438]	-0.30151135	
FGB	fibrinogen beta chain [Source:HGNC Symbol;Acc:HGNC:3662]	-0.30151135	
CEACAM4	CEA cell adhesion molecule 4 [Source:HGNC Symbol;Acc:HGNC:1816]	-0.30151135	
ATOH1	atonal bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:797]	-0.30151135	
PSAPL1	prosaposin like 1 [Source:HGNC Symbol;Acc:HGNC:33131]	-0.30151135	
AOC1	amine oxidase copper containing 1 [Source:HGNC Symbol;Acc:HGNC:80]	-0.30151135	
OLIG3	oligodendrocyte transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:18003]	-0.30151135	
STRA8	stimulated by retinoic acid 8 [Source:HGNC Symbol;Acc:HGNC:30653]	-0.30151135	
RD3	"retinal degeneration 3, GUCY2D regulator [Source:HGNC Symbol;Acc:HGNC:19689]"	-0.30151135	
LAMP5	lysosomal associated membrane protein family member 5 [Source:HGNC Symbol;Acc:HGNC:16097]	-0.30151135	
TBX10	T-box transcription factor 10 [Source:HGNC Symbol;Acc:HGNC:11593]	-0.30151135	
INMT	indolethylamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:6069]	-0.30151135	
ZSCAN4	zinc finger and SCAN domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23709]	-0.30151138	
FOXA2	forkhead box A2 [Source:HGNC Symbol;Acc:HGNC:5022]	-0.30151138	
KLK4	kallikrein related peptidase 4 [Source:HGNC Symbol;Acc:HGNC:6365]	-0.30151138	
PCDH12	protocadherin 12 [Source:HGNC Symbol;Acc:HGNC:8657]	-0.30151138	
BHLHE23	basic helix-loop-helix family member e23 [Source:HGNC Symbol;Acc:HGNC:16093]	-0.30151138	
C1QL4	complement C1q like 4 [Source:HGNC Symbol;Acc:HGNC:31416]	-0.30151138	
IL36A	interleukin 36 alpha [Source:HGNC Symbol;Acc:HGNC:15562]	-0.30151138	
SOX17	SRY-box transcription factor 17 [Source:HGNC Symbol;Acc:HGNC:18122]	-0.3015114	
CHI3L1	chitinase 3 like 1 [Source:HGNC Symbol;Acc:HGNC:1932]	-0.30192515	
UPK1B	uroplakin 1B [Source:HGNC Symbol;Acc:HGNC:12578]	-0.30206954	
PRL	prolactin [Source:HGNC Symbol;Acc:HGNC:9445]	-0.30208382	
ADGRG1	adhesion G protein-coupled receptor G1 [Source:HGNC Symbol;Acc:HGNC:4512]	-0.3021371	
LGALS9	galectin 9 [Source:HGNC Symbol;Acc:HGNC:6570]	-0.30217245	
FCMR	Fc fragment of IgM receptor [Source:HGNC Symbol;Acc:HGNC:14315]	-0.30242527	
FAM236D	family with sequence similarity 236 member D [Source:HGNC Symbol;Acc:HGNC:52642]	-0.30247822	
CEACAM21	CEA cell adhesion molecule 21 [Source:HGNC Symbol;Acc:HGNC:28834]	-0.30282745	
IFIT1B	interferon induced protein with tetratricopeptide repeats 1B [Source:HGNC Symbol;Acc:HGNC:23442]	-0.30287	
B9D2	B9 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28636]	-0.30299968	
FLNC	filamin C [Source:HGNC Symbol;Acc:HGNC:3756]	-0.3030108	
TNNT1	"troponin T1, slow skeletal type [Source:HGNC Symbol;Acc:HGNC:11948]"	-0.30312866	
WNT1	Wnt family member 1 [Source:HGNC Symbol;Acc:HGNC:12774]	-0.30321485	
IER3	immediate early response 3 [Source:HGNC Symbol;Acc:HGNC:5392]	-0.30372941	
CLDN4	claudin 4 [Source:HGNC Symbol;Acc:HGNC:2046]	-0.30409274	
BLK	"BLK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1057]"	-0.304164	
GBP6	guanylate binding protein family member 6 [Source:HGNC Symbol;Acc:HGNC:25395]	-0.30542687	
ADA	adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186]	-0.30543476	
MMP14	matrix metallopeptidase 14 [Source:HGNC Symbol;Acc:HGNC:7160]	-0.3061201	
LAX1	lymphocyte transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:26005]	-0.30623803	
MUC13	"mucin 13, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7511]"	-0.30656153	
MUSTN1	"musculoskeletal, embryonic nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:22144]"	-0.3068215	
CNN1	calponin 1 [Source:HGNC Symbol;Acc:HGNC:2155]	-0.30710882	
PPBP	pro-platelet basic protein [Source:HGNC Symbol;Acc:HGNC:9240]	-0.3071656	
LDOC1	LDOC1 regulator of NFKB signaling [Source:HGNC Symbol;Acc:HGNC:6548]	-0.30758747	
HSH2D	hematopoietic SH2 domain containing [Source:HGNC Symbol;Acc:HGNC:24920]	-0.30876324	
PHGR1	"proline, histidine and glycine rich 1 [Source:HGNC Symbol;Acc:HGNC:37226]"	-0.3089532	
NR0B1	nuclear receptor subfamily 0 group B member 1 [Source:HGNC Symbol;Acc:HGNC:7960]	-0.30948678	
DUSP9	dual specificity phosphatase 9 [Source:HGNC Symbol;Acc:HGNC:3076]	-0.30951357	
MYL9	myosin light chain 9 [Source:HGNC Symbol;Acc:HGNC:15754]	-0.30955663	
PRPH	peripherin [Source:HGNC Symbol;Acc:HGNC:9461]	-0.31008738	
MZB1	marginal zone B and B1 cell specific protein [Source:HGNC Symbol;Acc:HGNC:30125]	-0.31014416	
GAS7	growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]	-0.31015605	
GJB6	gap junction protein beta 6 [Source:HGNC Symbol;Acc:HGNC:4288]	-0.31031102	
THBD	thrombomodulin [Source:HGNC Symbol;Acc:HGNC:11784]	-0.31037322	
GADD45B	growth arrest and DNA damage inducible beta [Source:HGNC Symbol;Acc:HGNC:4096]	-0.31135345	
HLA-DOB	"major histocompatibility complex, class II, DO beta [Source:HGNC Symbol;Acc:HGNC:4937]"	-0.3116499	
LOXL1	lysyl oxidase like 1 [Source:HGNC Symbol;Acc:HGNC:6665]	-0.31210804	
ARNTL	aryl hydrocarbon receptor nuclear translocator like [Source:HGNC Symbol;Acc:HGNC:701]	-0.31243962	
NARS2	"asparaginyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26274]"	-0.31312764	
THBS2	thrombospondin 2 [Source:HGNC Symbol;Acc:HGNC:11786]	-0.31343627	
AQP5	aquaporin 5 [Source:HGNC Symbol;Acc:HGNC:638]	-0.3134567	
NOS2	nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873]	-0.314098	
ZNF646	zinc finger protein 646 [Source:HGNC Symbol;Acc:HGNC:29004]	-0.3143059	
CSF1	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	-0.31442276	
GBP2	guanylate binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4183]	-0.31458548	
ASPN	asporin [Source:HGNC Symbol;Acc:HGNC:14872]	-0.3153342	
CTRC	chymotrypsin C [Source:HGNC Symbol;Acc:HGNC:2523]	-0.31537598	
SERPINE1	serpin family E member 1 [Source:HGNC Symbol;Acc:HGNC:8583]	-0.31629202	
MPZ	myelin protein zero [Source:HGNC Symbol;Acc:HGNC:7225]	-0.3165607	
HOXB2	homeobox B2 [Source:HGNC Symbol;Acc:HGNC:5113]	-0.3169755	
LCK	"LCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6524]"	-0.31720656	
DRC7	dynein regulatory complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:25289]	-0.31737188	
ERG	ETS transcription factor ERG [Source:HGNC Symbol;Acc:HGNC:3446]	-0.31749594	
DNMT3L	DNA methyltransferase 3 like [Source:HGNC Symbol;Acc:HGNC:2980]	-0.31760803	
UPK3B	uroplakin 3B [Source:HGNC Symbol;Acc:HGNC:21444]	-0.31781885	
DMRTC1B	DMRT like family C1B [Source:HGNC Symbol;Acc:HGNC:31686]	-0.31783557	
F3	"coagulation factor III, tissue factor [Source:HGNC Symbol;Acc:HGNC:3541]"	-0.31817633	
KLK7	kallikrein related peptidase 7 [Source:HGNC Symbol;Acc:HGNC:6368]	-0.3183212	
ITGB6	integrin subunit beta 6 [Source:HGNC Symbol;Acc:HGNC:6161]	-0.31841162	
PLAC1	placenta enriched 1 [Source:HGNC Symbol;Acc:HGNC:9044]	-0.31844744	
MXRA7	matrix remodeling associated 7 [Source:HGNC Symbol;Acc:HGNC:7541]	-0.31878507	
UPK3BL1	uroplakin 3B like 1 [Source:HGNC Symbol;Acc:HGNC:37278]	-0.319345	
CYP26A1	cytochrome P450 family 26 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2603]	-0.31973127	
LCE5A	late cornified envelope 5A [Source:HGNC Symbol;Acc:HGNC:16614]	-0.31990188	
WNT6	Wnt family member 6 [Source:HGNC Symbol;Acc:HGNC:12785]	-0.32013234	
GDF3	growth differentiation factor 3 [Source:HGNC Symbol;Acc:HGNC:4218]	-0.32163048	
PRAMEF13	PRAME family member 13 [Source:HGNC Symbol;Acc:HGNC:13262]	-0.32232454	
SNHG11	small nucleolar RNA host gene 11 [Source:HGNC Symbol;Acc:HGNC:25046]	-0.3229897	
SYCP3	synaptonemal complex protein 3 [Source:HGNC Symbol;Acc:HGNC:18130]	-0.32327926	
FBLN1	fibulin 1 [Source:HGNC Symbol;Acc:HGNC:3600]	-0.32351083	
HSPA1A	heat shock protein family A (Hsp70) member 1A [Source:HGNC Symbol;Acc:HGNC:5232]	-0.32405078	
PCOLCE	procollagen C-endopeptidase enhancer [Source:HGNC Symbol;Acc:HGNC:8738]	-0.32452428	
HES5	hes family bHLH transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:19764]	-0.32467097	
MINDY4	MINDY lysine 48 deubiquitinase 4 [Source:HGNC Symbol;Acc:HGNC:21916]	-0.32516652	
CCN2	cellular communication network factor 2 [Source:HGNC Symbol;Acc:HGNC:2500]	-0.32522133	
FITM2	fat storage inducing transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:16135]	-0.32524616	
STK17B	serine/threonine kinase 17b [Source:HGNC Symbol;Acc:HGNC:11396]	-0.32592684	
ABCB5	ATP binding cassette subfamily B member 5 [Source:HGNC Symbol;Acc:HGNC:46]	-0.3261939	
CLDN6	claudin 6 [Source:HGNC Symbol;Acc:HGNC:2048]	-0.32671073	
PLA2G4B	phospholipase A2 group IVB [Source:HGNC Symbol;Acc:HGNC:9036]	-0.32757008	
BSG	basigin (Ok blood group) [Source:HGNC Symbol;Acc:HGNC:1116]	-0.327897	
CXCL2	C-X-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:4603]	-0.32872123	
C20orf144	chromosome 20 open reading frame 144 [Source:HGNC Symbol;Acc:HGNC:16137]	-0.32974297	
SFRP1	secreted frizzled related protein 1 [Source:HGNC Symbol;Acc:HGNC:10776]	-0.32975486	
ITGA5	integrin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6141]	-0.3298636	
CTSV	cathepsin V [Source:HGNC Symbol;Acc:HGNC:2538]	-0.33013037	
ITM2A	integral membrane protein 2A [Source:HGNC Symbol;Acc:HGNC:6173]	-0.3304804	
FIBIN	fin bud initiation factor homolog [Source:HGNC Symbol;Acc:HGNC:33747]	-0.33048552	
HPGD	15-hydroxyprostaglandin dehydrogenase [Source:HGNC Symbol;Acc:HGNC:5154]	-0.33060873	
DUSP5	dual specificity phosphatase 5 [Source:HGNC Symbol;Acc:HGNC:3071]	-0.33080366	
SLC2A1	solute carrier family 2 member 1 [Source:HGNC Symbol;Acc:HGNC:11005]	-0.3308278	
SERINC4	serine incorporator 4 [Source:HGNC Symbol;Acc:HGNC:32237]	-0.33083424	
IGFBP6	insulin like growth factor binding protein 6 [Source:HGNC Symbol;Acc:HGNC:5475]	-0.33205363	
PANTR1	POU3F3 adjacent non-coding transcript 1 [Source:HGNC Symbol;Acc:HGNC:49513]	-0.33243087	
SLC38A4	solute carrier family 38 member 4 [Source:HGNC Symbol;Acc:HGNC:14679]	-0.3331973	
LOXL3	lysyl oxidase like 3 [Source:HGNC Symbol;Acc:HGNC:13869]	-0.33326563	
CYP11A1	cytochrome P450 family 11 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2590]	-0.33434054	
CX3CR1	C-X3-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:2558]	-0.33496973	
UTP25	UTP25 small subunit processor component [Source:HGNC Symbol;Acc:HGNC:28440]	-0.335023	
SYNGR1	synaptogyrin 1 [Source:HGNC Symbol;Acc:HGNC:11498]	-0.33504796	
CXCL13	C-X-C motif chemokine ligand 13 [Source:HGNC Symbol;Acc:HGNC:10639]	-0.33522904	
GPATCH2	G-patch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25499]	-0.33531386	
NPFFR2	neuropeptide FF receptor 2 [Source:HGNC Symbol;Acc:HGNC:4525]	-0.33535773	
GJB2	gap junction protein beta 2 [Source:HGNC Symbol;Acc:HGNC:4284]	-0.3357488	
SST	somatostatin [Source:HGNC Symbol;Acc:HGNC:11329]	-0.33587867	
HAND1	heart and neural crest derivatives expressed 1 [Source:HGNC Symbol;Acc:HGNC:4807]	-0.33639523	
CPXM2	"carboxypeptidase X, M14 family member 2 [Source:HGNC Symbol;Acc:HGNC:26977]"	-0.33639577	
HAVCR1	hepatitis A virus cellular receptor 1 [Source:HGNC Symbol;Acc:HGNC:17866]	-0.33664224	
BAIAP2L1	BAR/IMD domain containing adaptor protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:21649]	-0.33714348	
APOE	apolipoprotein E [Source:HGNC Symbol;Acc:HGNC:613]	-0.3376322	
OLFML3	olfactomedin like 3 [Source:HGNC Symbol;Acc:HGNC:24956]	-0.33813187	
EGFL6	EGF like domain multiple 6 [Source:HGNC Symbol;Acc:HGNC:3235]	-0.33843952	
LTC4S	leukotriene C4 synthase [Source:HGNC Symbol;Acc:HGNC:6719]	-0.33844635	
LTBP2	latent transforming growth factor beta binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6715]	-0.33892596	
HSD11B2	hydroxysteroid 11-beta dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:5209]	-0.339233	
HLA-DQA1	"major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]"	-0.34017894	
PSCA	prostate stem cell antigen [Source:HGNC Symbol;Acc:HGNC:9500]	-0.34141847	
FAM25BP	"family with sequence similarity 25 member B, pseudogene [Source:HGNC Symbol;Acc:HGNC:23584]"	-0.34158435	
OAF	out at first homolog [Source:HGNC Symbol;Acc:HGNC:28752]	-0.3419884	
CLDN7	claudin 7 [Source:HGNC Symbol;Acc:HGNC:2049]	-0.3425202	
TMEM176A	transmembrane protein 176A [Source:HGNC Symbol;Acc:HGNC:24930]	-0.3426229	
CSF3	colony stimulating factor 3 [Source:HGNC Symbol;Acc:HGNC:2438]	-0.3426288	
FGF7	fibroblast growth factor 7 [Source:HGNC Symbol;Acc:HGNC:3685]	-0.3439367	
ATR	ATR serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:882]	-0.3444605	
LTB	lymphotoxin beta [Source:HGNC Symbol;Acc:HGNC:6711]	-0.34480545	
RSPO3	R-spondin 3 [Source:HGNC Symbol;Acc:HGNC:20866]	-0.34484717	
TLX3	T cell leukemia homeobox 3 [Source:HGNC Symbol;Acc:HGNC:13532]	-0.3461138	
TTR	transthyretin [Source:HGNC Symbol;Acc:HGNC:12405]	-0.34642997	
SCRG1	stimulator of chondrogenesis 1 [Source:HGNC Symbol;Acc:HGNC:17036]	-0.34643394	
TIMP3	TIMP metallopeptidase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:11822]	-0.34744754	
TDH	L-threonine dehydrogenase (pseudogene) [Source:HGNC Symbol;Acc:HGNC:15547]	-0.34813294	
CRYBA4	crystallin beta A4 [Source:HGNC Symbol;Acc:HGNC:2396]	-0.348717	
PRRX2	paired related homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21338]	-0.35009637	
CHCHD10	coiled-coil-helix-coiled-coil-helix domain containing 10 [Source:HGNC Symbol;Acc:HGNC:15559]	-0.35035893	
PELI3	pellino E3 ubiquitin protein ligase family member 3 [Source:HGNC Symbol;Acc:HGNC:30010]	-0.35095182	
FMR1NB	FMR1 neighbor [Source:HGNC Symbol;Acc:HGNC:26372]	-0.35120925	
OLR1	oxidized low density lipoprotein receptor 1 [Source:HGNC Symbol;Acc:HGNC:8133]	-0.35167864	
LENEP	lens epithelial protein [Source:HGNC Symbol;Acc:HGNC:14429]	-0.35199392	
MDK	midkine [Source:HGNC Symbol;Acc:HGNC:6972]	-0.35338455	
BGN	biglycan [Source:HGNC Symbol;Acc:HGNC:1044]	-0.35411116	
IGFBP7	insulin like growth factor binding protein 7 [Source:HGNC Symbol;Acc:HGNC:5476]	-0.35421848	
SPARC	secreted protein acidic and cysteine rich [Source:HGNC Symbol;Acc:HGNC:11219]	-0.3548626	
SGO1	shugoshin 1 [Source:HGNC Symbol;Acc:HGNC:25088]	-0.35516894	
CCN5	cellular communication network factor 5 [Source:HGNC Symbol;Acc:HGNC:12770]	-0.35536548	
FBXL4	F-box and leucine rich repeat protein 4 [Source:HGNC Symbol;Acc:HGNC:13601]	-0.3559024	
AMBRA1	autophagy and beclin 1 regulator 1 [Source:HGNC Symbol;Acc:HGNC:25990]	-0.35650527	
NKX6-2	NK6 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:19321]	-0.3573238	
OGN	osteoglycin [Source:HGNC Symbol;Acc:HGNC:8126]	-0.35793585	
YY2	YY2 transcription factor [Source:HGNC Symbol;Acc:HGNC:31684]	-0.35801637	
MFAP2	microfibril associated protein 2 [Source:HGNC Symbol;Acc:HGNC:7033]	-0.35832992	
FKBP6	FKBP prolyl isomerase 6 [Source:HGNC Symbol;Acc:HGNC:3722]	-0.35933253	
GJB5	gap junction protein beta 5 [Source:HGNC Symbol;Acc:HGNC:4287]	-0.36106485	
IPP	intracisternal A particle-promoted polypeptide [Source:HGNC Symbol;Acc:HGNC:6108]	-0.3611418	
LRRC32	leucine rich repeat containing 32 [Source:HGNC Symbol;Acc:HGNC:4161]	-0.36122736	
TNFRSF18	TNF receptor superfamily member 18 [Source:HGNC Symbol;Acc:HGNC:11914]	-0.3613147	
COPZ2	COPI coat complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356]	-0.3623313	
SFN	stratifin [Source:HGNC Symbol;Acc:HGNC:10773]	-0.36247343	
COL5A1	collagen type V alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2209]	-0.36306715	
FABP3	fatty acid binding protein 3 [Source:HGNC Symbol;Acc:HGNC:3557]	-0.3641982	
CTSE	cathepsin E [Source:HGNC Symbol;Acc:HGNC:2530]	-0.36459816	
ADSS1	adenylosuccinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:20093]	-0.36472723	
FN1	fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]	-0.36475125	
COL5A2	collagen type V alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2210]	-0.365515	
